   3-   5 7.2E-06 7.2E-06 7.1E-06 7.0E-06 6.8E-06 6.6E-06 6.4E-06 6.2E-06 5.7E-06 5.3E-06 5.0E-06 4.8E-06 4.8E-06   7.3E-05
   5-   7 1.9E-04 1.9E-04 1.9E-04 1.9E-04 1.8E-04 1.7E-04 1.6E-04 1.5E-04 1.4E-04 1.2E-04 1.1E-04 1.0E-04 9.9E-05   1.8E-03
   7-   9 5.4E-03 5.4E-03 5.2E-03 5.0E-03 4.7E-03 4.4E-03 4.1E-03 3.7E-03 3.0E-03 2.5E-03 2.1E-03 1.8E-03 1.7E-03   4.0E-02
   9-  11 3.4E-02 3.3E-02 3.2E-02 3.0E-02 2.8E-02 2.5E-02 2.2E-02 2.0E-02 1.5E-02 1.1E-02 8.5E-03 7.0E-03 6.3E-03   2.1E-01
  11-  13 8.2E-02 8.0E-02 7.7E-02 7.1E-02 6.4E-02 5.6E-02 4.9E-02 4.1E-02 2.9E-02 2.0E-02 1.5E-02 1.2E-02 1.0E-02   4.3E-01
  13-  15 1.3E-01 1.3E-01 1.2E-01 1.1E-01 9.6E-02 8.3E-02 6.9E-02 5.7E-02 3.8E-02 2.5E-02 1.7E-02 1.3E-02 1.1E-02   6.0E-01
  15-  17 1.7E-01 1.7E-01 1.6E-01 1.4E-01 1.2E-01 1.0E-01 8.5E-02 6.8E-02 4.2E-02 2.6E-02 1.7E-02 1.2E-02 9.9E-03   7.2E-01
  17-  19 2.2E-01 2.1E-01 2.0E-01 1.8E-01 1.5E-01 1.2E-01 9.8E-02 7.6E-02 4.4E-02 2.5E-02 1.5E-02 1.0E-02 8.4E-03   8.2E-01
  19-  21 2.8E-01 2.7E-01 2.5E-01 2.2E-01 1.8E-01 1.4E-01 1.1E-01 8.3E-02 4.4E-02 2.3E-02 1.3E-02 8.6E-03 6.6E-03   9.2E-01
  21-  23 3.5E-01 3.4E-01 3.1E-01 2.6E-01 2.1E-01 1.7E-01 1.2E-01 8.8E-02 4.3E-02 2.0E-02 1.1E-02 6.6E-03 4.9E-03   1.0E+00
  23-  25 4.4E-01 4.2E-01 3.8E-01 3.2E-01 2.5E-01 1.9E-01 1.3E-01 9.1E-02 4.0E-02 1.7E-02 8.2E-03 4.7E-03 3.4E-03   1.1E+00
  25-  27 5.6E-01 5.3E-01 4.7E-01 3.9E-01 3.0E-01 2.2E-01 1.5E-01 9.8E-02 4.0E-02 1.9E-02 1.9E-02 3.0E-02 4.6E-02   1.4E+00
  27-  29 7.8E-01 7.5E-01 6.5E-01 5.1E-01 3.7E-01 2.5E-01 1.6E-01 9.4E-02 3.1E-02 1.4E-02 1.3E-02 1.7E-02 2.1E-02   1.6E+00
  29-  31 7.4E-02 6.9E-02 5.5E-02 3.9E-02 2.4E-02 1.3E-02 6.0E-03 2.5E-03 4.1E-04 6.2E-05 8.1E-06 9.0E-07 7.2E-08   9.4E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =1.797E+01
                                                                          deuteron multiplicity (dimensionless)  =7.072E-03
                                                                          deuteron average energy (MeV)          =2.160E+01
                                                                          deuteron kerma coefficient (fGym^2)    =1.800E-02
  
                        35-MeV neutrons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 1.7E-12 1.7E-11 3.4E-11   3.3E-11
   5-   7 3.1E-07 3.1E-07 3.1E-07 3.2E-07 3.4E-07 3.5E-07 3.7E-07 3.9E-07 4.3E-07 4.7E-07 5.1E-07 5.4E-07 5.6E-07   5.4E-06
   7-   9 3.4E-05 3.4E-05 3.5E-05 3.6E-05 3.7E-05 3.9E-05 4.1E-05 4.3E-05 4.7E-05 5.2E-05 5.5E-05 5.7E-05 5.9E-05   5.9E-04
   9-  11 1.5E-04 1.5E-04 1.6E-04 1.6E-04 1.6E-04 1.6E-04 1.7E-04 1.7E-04 1.8E-04 2.0E-04 2.1E-04 2.1E-04 2.2E-04   2.3E-03
  11-  13 3.3E-04 3.3E-04 3.3E-04 3.3E-04 3.3E-04 3.3E-04 3.4E-04 3.4E-04 3.6E-04 3.9E-04 4.1E-04 4.4E-04 4.6E-04   4.7E-03
  13-  15 8.9E-04 8.9E-04 9.0E-04 9.0E-04 9.1E-04 9.2E-04 9.4E-04 9.6E-04 1.0E-03 1.1E-03 1.2E-03 1.3E-03 1.4E-03   1.3E-02
  15-  17 1.9E-03 1.9E-03 1.9E-03 1.9E-03 1.8E-03 1.8E-03 1.8E-03 1.7E-03 1.7E-03 1.8E-03 1.9E-03 2.1E-03 2.2E-03   2.3E-02
  17-  19 3.9E-03 3.9E-03 3.9E-03 3.8E-03 3.7E-03 3.7E-03 3.6E-03 3.5E-03 3.4E-03 3.5E-03 3.7E-03 3.9E-03 4.1E-03   4.5E-02
  19-  21 8.0E-03 7.9E-03 7.7E-03 7.4E-03 7.0E-03 6.5E-03 6.1E-03 5.6E-03 4.8E-03 4.2E-03 3.8E-03 3.7E-03 3.6E-03   6.4E-02
  21-  23 1.5E-02 1.5E-02 1.4E-02 1.4E-02 1.3E-02 1.1E-02 1.0E-02 8.8E-03 6.7E-03 5.0E-03 3.9E-03 3.3E-03 3.0E-03   9.4E-02
  23-  25 2.5E-02 2.4E-02 2.3E-02 2.2E-02 1.9E-02 1.7E-02 1.5E-02 1.2E-02 8.5E-03 5.8E-03 4.1E-03 3.2E-03 2.7E-03   1.3E-01
  25-  27 3.5E-02 3.4E-02 3.2E-02 2.9E-02 2.6E-02 2.2E-02 1.8E-02 1.5E-02 9.2E-03 5.7E-03 3.7E-03 2.7E-03 2.2E-03   1.5E-01
  27-  29 4.3E-02 4.2E-02 3.9E-02 3.5E-02 3.0E-02 2.4E-02 1.9E-02 1.5E-02 8.6E-03 4.8E-03 2.9E-03 1.9E-03 1.5E-03   1.6E-01
  29-  31 4.8E-02 4.7E-02 4.3E-02 3.8E-02 3.1E-02 2.5E-02 1.9E-02 1.4E-02 7.1E-03 3.5E-03 1.9E-03 1.2E-03 8.9E-04   1.6E-01
  31-  33 5.1E-02 4.9E-02 4.4E-02 3.8E-02 3.0E-02 2.3E-02 1.7E-02 1.2E-02 5.2E-03 2.3E-03 1.1E-03 6.1E-04 4.4E-04   1.4E-01
  33-  35 4.9E-02 4.7E-02 4.2E-02 3.5E-02 2.7E-02 1.9E-02 1.3E-02 8.4E-03 3.2E-03 1.2E-03 5.0E-04 2.5E-04 1.7E-04   1.1E-01
  35-  37 4.2E-02 4.0E-02 3.5E-02 2.7E-02 2.0E-02 1.4E-02 8.5E-03 5.1E-03 1.6E-03 5.1E-04 1.8E-04 7.9E-05 4.8E-05   8.2E-02
  37-  39 2.9E-02 2.7E-02 2.3E-02 1.8E-02 1.2E-02 7.5E-03 4.3E-03 2.3E-03 5.9E-04 1.4E-04 5.0E-05 6.2E-05 1.1E-04   4.8E-02
  39-  41 1.0E-02 9.3E-03 7.5E-03 5.3E-03 3.3E-03 1.8E-03 8.8E-04 4.0E-04 7.0E-05 2.3E-05 3.8E-05 7.2E-05 1.1E-04   1.3E-02
  41-  43 7.8E-05 6.7E-05 4.2E-05 1.9E-05 6.6E-06 2.5E-06 7.6E-07 1.5E-07 1.6E-13 6.9E-15 0.0E+00 0.0E+00 0.0E+00   4.9E-05
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =2.485E+00
                                                                             alpha multiplicity (dimensionless)  =9.780E-04
                                                                             alpha average energy (MeV)          =2.793E+01
                                                                             alpha kerma coefficient (fGym^2)    =3.220E-03
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=7.920E+03 ;multiplicity=3.117E+00 ;av. energy (MeV)=4.150E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=1.340E+02 ;multiplicity=5.274E-02 ;av. energy (MeV)=1.815E+01 ;kerma co. (fGym^2) =1.128E-01
deuteron prod. cross sec. (mb)=1.797E+01 ;multiplicity=7.072E-03 ;av. energy (MeV)=2.160E+01 ;kerma co. (fGym^2) =1.800E-02
  triton prod. cross sec. (mb)=2.191E+00 ;multiplicity=8.623E-04 ;av. energy (MeV)=1.827E+01 ;kerma co. (fGym^2) =1.857E-03
   alpha prod. cross sec. (mb)=2.485E+00 ;multiplicity=9.780E-04 ;av. energy (MeV)=2.793E+01 ;kerma co. (fGym^2) =3.220E-03
   gamma prod. cross sec. (mb)=1.089E+04 ;multiplicity=4.286E+00 ;av. energy (MeV)=1.084E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Kerma coefficient summary: A<5=1.36E-01; elas. recoil=2.32E-03; nonelas. recoil=2.22E-02; TOTAL KERMA Co.=1.60E-01(fGym^2)
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=3.70E-01; prot.=2.73E-02; deut.=4.36E-03; trit.=4.50E-04; alph.=7.80E-04; gamm.=1.33E-01; A>5 recoils=5.38E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  40-MeV neutrons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  40-MeV reactions on 208Pb:
Total cross section      = 4.360E+03 mb
Elastic cross section    = 1.858E+03 mb
Nonelastic cross section = 2.502E+03 mb
  
                        40-MeV neutrons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.6E+02 1.6E+02 1.6E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.4E+02 1.4E+02 1.4E+02 1.4E+02 1.4E+02   1.8E+03
   3-   5 5.6E+01 5.6E+01 5.5E+01 5.4E+01 5.2E+01 5.1E+01 4.9E+01 4.7E+01 4.4E+01 4.1E+01 4.0E+01 3.9E+01 3.9E+01   5.6E+02
   5-   7 2.1E+01 2.1E+01 2.0E+01 1.9E+01 1.9E+01 1.8E+01 1.7E+01 1.5E+01 1.3E+01 1.2E+01 1.1E+01 1.0E+01 9.9E+00   1.8E+02
   7-   9 1.3E+01 1.3E+01 1.3E+01 1.2E+01 1.1E+01 1.1E+01 9.7E+00 8.9E+00 7.3E+00 6.1E+00 5.2E+00 4.6E+00 4.3E+00   9.8E+01
   9-  11 1.1E+01 1.1E+01 1.0E+01 9.9E+00 9.2E+00 8.5E+00 7.7E+00 6.9E+00 5.4E+00 4.3E+00 3.5E+00 3.0E+00 2.8E+00   7.4E+01
  11-  13 9.7E+00 9.6E+00 9.3E+00 8.8E+00 8.1E+00 7.4E+00 6.6E+00 5.8E+00 4.5E+00 3.4E+00 2.7E+00 2.3E+00 2.0E+00   6.2E+01
  13-  15 9.2E+00 9.1E+00 8.7E+00 8.2E+00 7.5E+00 6.7E+00 6.0E+00 5.2E+00 3.8E+00 2.8E+00 2.2E+00 1.8E+00 1.6E+00   5.5E+01
  15-  17 9.0E+00 8.8E+00 8.4E+00 7.9E+00 7.1E+00 6.3E+00 5.5E+00 4.7E+00 3.4E+00 2.4E+00 1.8E+00 1.4E+00 1.3E+00   5.0E+01
  17-  19 8.9E+00 8.7E+00 8.3E+00 7.7E+00 6.9E+00 6.0E+00 5.2E+00 4.4E+00 3.0E+00 2.1E+00 1.5E+00 1.2E+00 1.0E+00   4.6E+01
  19-  21 8.8E+00 8.6E+00 8.2E+00 7.5E+00 6.7E+00 5.7E+00 4.8E+00 4.0E+00 2.7E+00 1.8E+00 1.2E+00 9.4E-01 8.0E-01   4.2E+01
  21-  23 8.8E+00 8.6E+00 8.1E+00 7.4E+00 6.5E+00 5.5E+00 4.6E+00 3.7E+00 2.4E+00 1.5E+00 1.0E+00 7.5E-01 6.2E-01   3.9E+01
  23-  25 8.9E+00 8.7E+00 8.2E+00 7.3E+00 6.4E+00 5.3E+00 4.3E+00 3.4E+00 2.1E+00 1.3E+00 8.2E-01 5.9E-01 4.8E-01   3.7E+01
  25-  27 8.9E+00 8.7E+00 8.1E+00 7.2E+00 6.1E+00 5.0E+00 4.0E+00 3.1E+00 1.8E+00 1.0E+00 6.4E-01 4.4E-01 3.6E-01   3.4E+01
  27-  29 8.7E+00 8.5E+00 7.9E+00 6.9E+00 5.8E+00 4.7E+00 3.6E+00 2.8E+00 1.5E+00 8.2E-01 4.8E-01 3.2E-01 2.5E-01   3.0E+01
  29-  31 8.2E+00 7.9E+00 7.3E+00 6.3E+00 5.2E+00 4.1E+00 3.1E+00 2.3E+00 1.2E+00 6.1E-01 3.4E-01 2.2E-01 1.7E-01   2.6E+01
  31-  33 7.9E+00 7.6E+00 6.9E+00 6.0E+00 4.9E+00 3.8E+00 2.8E+00 2.0E+00 1.0E+00 4.9E-01 2.6E-01 1.7E-01 1.2E-01   2.4E+01
  33-  35 1.2E+01 1.2E+01 1.1E+01 9.0E+00 7.2E+00 5.4E+00 3.9E+00 2.7E+00 1.2E+00 5.7E-01 3.2E-01 2.3E-01 2.1E-01   3.3E+01
  35-  37 8.5E+00 8.2E+00 7.3E+00 6.1E+00 4.8E+00 3.5E+00 2.5E+00 1.7E+00 7.0E-01 2.9E-01 1.3E-01 7.4E-02 5.2E-02   2.1E+01
  37-  39 3.9E+00 3.7E+00 3.2E+00 2.5E+00 1.8E+00 1.2E+00 7.5E-01 4.3E-01 1.3E-01 3.2E-02 8.1E-03 2.5E-03 1.2E-03   7.4E+00
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =8.272E+03
                                                                           neutron multiplicity (dimensionless)  =3.306E+00
                                                                           neutron average energy (MeV)          =4.742E+00
  
                        40-MeV neutrons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.5E-07 1.5E-07 1.6E-07 1.7E-07 1.8E-07 1.9E-07 2.1E-07 2.4E-07 2.9E-07 3.6E-07 4.3E-07 4.9E-07 5.3E-07   3.9E-06
   3-   5 6.4E-04 6.4E-04 6.4E-04 6.4E-04 6.4E-04 6.4E-04 6.4E-04 6.4E-04 6.6E-04 6.9E-04 7.3E-04 7.7E-04 8.0E-04   8.5E-03
   5-   7 8.5E-03 8.5E-03 8.4E-03 8.3E-03 8.1E-03 7.8E-03 7.6E-03 7.3E-03 6.9E-03 6.6E-03 6.4E-03 6.4E-03 6.4E-03   8.9E-02
   7-   9 1.0E-01 9.9E-02 9.7E-02 9.4E-02 9.0E-02 8.5E-02 8.0E-02 7.4E-02 6.4E-02 5.6E-02 5.0E-02 4.6E-02 4.4E-02   8.4E-01
   9-  11 5.2E-01 5.2E-01 5.0E-01 4.8E-01 4.5E-01 4.2E-01 3.8E-01 3.5E-01 2.8E-01 2.3E-01 1.9E-01 1.7E-01 1.5E-01   3.8E+00
  11-  13 1.4E+00 1.4E+00 1.3E+00 1.2E+00 1.2E+00 1.0E+00 9.4E-01 8.3E-01 6.4E-01 4.9E-01 3.9E-01 3.3E-01 3.0E-01   8.9E+00
  13-  15 2.1E+00 2.1E+00 2.0E+00 1.9E+00 1.7E+00 1.5E+00 1.3E+00 1.2E+00 8.5E-01 6.2E-01 4.6E-01 3.8E-01 3.3E-01   1.2E+01
  15-  17 2.3E+00 2.3E+00 2.2E+00 2.0E+00 1.8E+00 1.6E+00 1.4E+00 1.2E+00 8.1E-01 5.6E-01 4.0E-01 3.2E-01 2.8E-01   1.2E+01
  17-  19 2.4E+00 2.4E+00 2.3E+00 2.1E+00 1.8E+00 1.6E+00 1.3E+00 1.1E+00 7.3E-01 4.9E-01 3.4E-01 2.6E-01 2.2E-01   1.2E+01
  19-  21 2.5E+00 2.5E+00 2.3E+00 2.1E+00 1.8E+00 1.6E+00 1.3E+00 1.0E+00 6.6E-01 4.1E-01 2.8E-01 2.0E-01 1.7E-01   1.1E+01
  21-  23 2.6E+00 2.5E+00 2.3E+00 2.1E+00 1.8E+00 1.5E+00 1.2E+00 9.6E-01 5.7E-01 3.4E-01 2.1E-01 1.5E-01 1.2E-01   1.0E+01
  23-  25 2.6E+00 2.5E+00 2.3E+00 2.1E+00 1.8E+00 1.4E+00 1.1E+00 8.6E-01 4.8E-01 2.7E-01 1.6E-01 1.1E-01 8.5E-02   9.3E+00
  25-  27 2.5E+00 2.5E+00 2.3E+00 2.0E+00 1.6E+00 1.3E+00 9.9E-01 7.3E-01 3.8E-01 2.0E-01 1.1E-01 7.1E-02 5.5E-02   8.2E+00
  27-  29 2.4E+00 2.3E+00 2.1E+00 1.8E+00 1.5E+00 1.1E+00 8.3E-01 5.9E-01 2.8E-01 1.4E-01 7.1E-02 4.3E-02 3.2E-02   7.0E+00
  29-  31 2.1E+00 2.0E+00 1.8E+00 1.5E+00 1.2E+00 9.1E-01 6.5E-01 4.4E-01 1.9E-01 8.4E-02 4.0E-02 2.3E-02 1.7E-02   5.5E+00
  31-  33 1.7E+00 1.6E+00 1.4E+00 1.2E+00 8.8E-01 6.3E-01 4.3E-01 2.8E-01 1.1E-01 4.3E-02 1.9E-02 1.0E-02 6.8E-03   3.8E+00
  33-  35 9.1E-01 8.7E-01 7.6E-01 6.0E-01 4.4E-01 3.0E-01 1.9E-01 1.2E-01 4.0E-02 1.5E-02 8.4E-03 9.5E-03 1.3E-02   1.9E+00
  35-  37 1.1E-01 9.9E-02 8.3E-02 6.3E-02 4.2E-02 2.6E-02 1.5E-02 7.9E-03 2.1E-03 7.8E-04 5.9E-04 5.9E-04 5.8E-04   1.7E-01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =2.133E+02
                                                                            proton multiplicity (dimensionless)  =8.525E-02
                                                                            proton average energy (MeV)          =2.026E+01
                                                                            proton kerma coefficient (fGym^2)    =2.005E-01
  
                        40-MeV neutrons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 5.1E-11 5.2E-11 5.6E-11 6.3E-11 7.2E-11 8.4E-11 9.7E-11 1.1E-10 1.4E-10 1.8E-10 2.1E-10 2.4E-10 2.6E-10   1.8E-09
   3-   5 7.7E-06 7.6E-06 7.6E-06 7.5E-06 7.3E-06 7.1E-06 6.9E-06 6.7E-06 6.3E-06 5.9E-06 5.7E-06 5.5E-06 5.5E-06   8.0E-05
   5-   7 2.0E-04 2.0E-04 2.0E-04 2.0E-04 1.9E-04 1.8E-04 1.8E-04 1.7E-04 1.5E-04 1.4E-04 1.3E-04 1.2E-04 1.1E-04   1.9E-03
   7-   9 5.6E-03 5.6E-03 5.5E-03 5.2E-03 5.0E-03 4.7E-03 4.3E-03 4.0E-03 3.3E-03 2.8E-03 2.3E-03 2.1E-03 1.9E-03   4.4E-02
   9-  11 3.5E-02 3.4E-02 3.3E-02 3.1E-02 2.9E-02 2.6E-02 2.3E-02 2.1E-02 1.6E-02 1.2E-02 9.4E-03 7.8E-03 7.0E-03   2.2E-01
  11-  13 7.9E-02 7.8E-02 7.5E-02 7.0E-02 6.3E-02 5.6E-02 4.9E-02 4.2E-02 3.0E-02 2.1E-02 1.6E-02 1.3E-02 1.1E-02   4.4E-01
  13-  15 1.2E-01 1.1E-01 1.1E-01 1.0E-01 8.9E-02 7.7E-02 6.6E-02 5.5E-02 3.7E-02 2.5E-02 1.8E-02 1.4E-02 1.2E-02   5.7E-01
  15-  17 1.5E-01 1.4E-01 1.3E-01 1.2E-01 1.1E-01 9.2E-02 7.6E-02 6.2E-02 4.0E-02 2.5E-02 1.7E-02 1.3E-02 1.1E-02   6.5E-01
  17-  19 1.8E-01 1.7E-01 1.6E-01 1.4E-01 1.2E-01 1.0E-01 8.5E-02 6.7E-02 4.1E-02 2.5E-02 1.6E-02 1.1E-02 9.2E-03   7.2E-01
  19-  21 2.1E-01 2.1E-01 1.9E-01 1.7E-01 1.5E-01 1.2E-01 9.4E-02 7.3E-02 4.1E-02 2.3E-02 1.4E-02 9.8E-03 7.8E-03   7.9E-01
  21-  23 2.6E-01 2.5E-01 2.3E-01 2.0E-01 1.7E-01 1.4E-01 1.0E-01 7.8E-02 4.2E-02 2.2E-02 1.3E-02 8.2E-03 6.4E-03   8.7E-01
  23-  25 3.2E-01 3.1E-01 2.8E-01 2.4E-01 2.0E-01 1.5E-01 1.2E-01 8.3E-02 4.1E-02 2.0E-02 1.1E-02 6.6E-03 5.0E-03   9.6E-01
  25-  27 3.9E-01 3.8E-01 3.4E-01 2.9E-01 2.3E-01 1.7E-01 1.3E-01 8.7E-02 3.9E-02 1.8E-02 8.7E-03 5.1E-03 3.7E-03   1.1E+00
  27-  29 4.9E-01 4.7E-01 4.2E-01 3.5E-01 2.7E-01 1.9E-01 1.3E-01 9.0E-02 3.7E-02 1.5E-02 6.7E-03 3.7E-03 2.6E-03   1.2E+00
  29-  31 6.0E-01 5.7E-01 5.0E-01 4.1E-01 3.1E-01 2.1E-01 1.4E-01 9.0E-02 3.3E-02 1.2E-02 4.9E-03 2.5E-03 1.8E-03   1.3E+00
  31-  33 9.2E-01 8.8E-01 7.6E-01 6.0E-01 4.4E-01 2.9E-01 1.8E-01 1.1E-01 3.8E-02 2.0E-02 2.9E-02 5.3E-02 7.9E-02   1.9E+00
  33-  35 4.3E-01 4.0E-01 3.3E-01 2.5E-01 1.6E-01 9.9E-02 5.5E-02 2.9E-02 7.1E-03 1.7E-03 4.4E-04 1.5E-04 7.7E-05   6.6E-01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =2.283E+01
                                                                          deuteron multiplicity (dimensionless)  =9.125E-03
                                                                          deuteron average energy (MeV)          =2.467E+01
                                                                          deuteron kerma coefficient (fGym^2)    =2.613E-02
  
                        40-MeV neutrons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 2.1E-12 1.5E-11 2.7E-11   2.9E-11
   5-   7 2.3E-07 2.4E-07 2.4E-07 2.5E-07 2.6E-07 2.8E-07 2.9E-07 3.1E-07 3.4E-07 3.7E-07 4.0E-07 4.3E-07 4.4E-07   4.3E-06
   7-   9 2.3E-05 2.3E-05 2.4E-05 2.5E-05 2.6E-05 2.7E-05 2.9E-05 3.0E-05 3.4E-05 3.7E-05 3.9E-05 4.1E-05 4.2E-05   4.2E-04
   9-  11 1.1E-04 1.1E-04 1.1E-04 1.1E-04 1.1E-04 1.2E-04 1.2E-04 1.3E-04 1.4E-04 1.5E-04 1.6E-04 1.6E-04 1.7E-04   1.7E-03
  11-  13 3.4E-04 3.4E-04 3.4E-04 3.5E-04 3.5E-04 3.6E-04 3.7E-04 3.9E-04 4.2E-04 4.7E-04 5.1E-04 5.5E-04 5.8E-04   5.5E-03
  13-  15 1.2E-03 1.2E-03 1.2E-03 1.2E-03 1.2E-03 1.2E-03 1.3E-03 1.3E-03 1.4E-03 1.6E-03 1.7E-03 1.9E-03 2.0E-03   1.9E-02
  15-  17 2.7E-03 2.7E-03 2.6E-03 2.6E-03 2.5E-03 2.5E-03 2.4E-03 2.4E-03 2.4E-03 2.5E-03 2.7E-03 2.9E-03 3.0E-03   3.2E-02
  17-  19 4.9E-03 4.9E-03 4.8E-03 4.8E-03 4.7E-03 4.6E-03 4.5E-03 4.4E-03 4.4E-03 4.5E-03 4.7E-03 5.0E-03 5.3E-03   5.8E-02
  19-  21 7.9E-03 7.8E-03 7.6E-03 7.3E-03 7.0E-03 6.6E-03 6.1E-03 5.7E-03 5.0E-03 4.5E-03 4.2E-03 4.1E-03 4.1E-03   6.7E-02
  21-  23 1.2E-02 1.2E-02 1.2E-02 1.1E-02 1.0E-02 9.3E-03 8.4E-03 7.4E-03 5.8E-03 4.5E-03 3.7E-03 3.2E-03 3.0E-03   8.0E-02
  23-  25 1.9E-02 1.9E-02 1.8E-02 1.7E-02 1.5E-02 1.4E-02 1.2E-02 1.0E-02 7.3E-03 5.2E-03 3.8E-03 3.1E-03 2.7E-03   1.1E-01
  25-  27 2.7E-02 2.6E-02 2.5E-02 2.3E-02 2.1E-02 1.8E-02 1.5E-02 1.3E-02 8.3E-03 5.5E-03 3.8E-03 2.8E-03 2.4E-03   1.3E-01
  27-  29 3.4E-02 3.3E-02 3.2E-02 2.9E-02 2.5E-02 2.1E-02 1.7E-02 1.4E-02 8.6E-03 5.2E-03 3.4E-03 2.4E-03 2.0E-03   1.5E-01
  29-  31 4.0E-02 4.0E-02 3.7E-02 3.3E-02 2.8E-02 2.3E-02 1.8E-02 1.4E-02 8.0E-03 4.5E-03 2.6E-03 1.8E-03 1.4E-03   1.5E-01
  31-  33 4.5E-02 4.4E-02 4.1E-02 3.6E-02 3.0E-02 2.4E-02 1.8E-02 1.3E-02 6.9E-03 3.5E-03 1.9E-03 1.2E-03 9.1E-04   1.5E-01
  33-  35 4.9E-02 4.8E-02 4.3E-02 3.7E-02 3.0E-02 2.3E-02 1.7E-02 1.2E-02 5.5E-03 2.5E-03 1.2E-03 7.0E-04 5.1E-04   1.4E-01
  35-  37 5.0E-02 4.8E-02 4.3E-02 3.6E-02 2.8E-02 2.0E-02 1.4E-02 9.5E-03 3.9E-03 1.5E-03 6.7E-04 3.6E-04 2.5E-04   1.2E-01
  37-  39 4.8E-02 4.6E-02 4.0E-02 3.3E-02 2.5E-02 1.7E-02 1.1E-02 7.0E-03 2.5E-03 8.5E-04 3.3E-04 1.6E-04 1.0E-04   1.0E-01
